GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,SHOT_RESULT,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,FGM,PTS,player_name,player_id
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,1,1,1:09,10.8,2,1.9,7.7,2,made,"Anderson, Alan",101187,1.3,1,2,brian roberts,203148
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,2,1,0:14,3.4,0,0.8,28.2,3,missed,"Bogdanovic, Bojan",202711,6.1,0,0,brian roberts,203148
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,3,1,0:00,,3,2.7,10.1,2,missed,"Bogdanovic, Bojan",202711,0.9,0,0,brian roberts,203148
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,4,2,11:47,10.3,2,1.9,17.2,2,missed,"Brown, Markel",203900,3.4,0,0,brian roberts,203148
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,5,2,10:34,10.9,2,2.7,3.7,2,missed,"Young, Thaddeus",201152,1.1,0,0,brian roberts,203148
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,6,2,8:15,9.1,2,4.4,18.4,2,missed,"Williams, Deron",101114,2.6,0,0,brian roberts,203148
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,7,4,10:15,14.5,11,9,20.7,2,missed,"Jack, Jarrett",101127,6.1,0,0,brian roberts,203148
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,8,4,8:00,3.4,3,2.5,3.5,2,made,"Plumlee, Mason",203486,2.1,1,2,brian roberts,203148
21400899,"MAR 04, 2015 - CHA @ BKN",A,W,24,9,4,5:14,12.4,0,0.8,24.6,3,missed,"Morris, Darius",202721,7.3,0,0,brian roberts,203148
21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,1,2,11:32,17.4,0,1.1,22.4,3,missed,"Ellington, Wayne",201961,19.8,0,0,brian roberts,203148
21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,2,2,6:30,16,8,7.5,24.5,3,missed,"Lin, Jeremy",202391,4.7,0,0,brian roberts,203148
21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,3,4,11:32,12.1,14,11.9,14.6,2,made,"Lin, Jeremy",202391,1.8,1,2,brian roberts,203148
21400890,"MAR 03, 2015 - CHA vs. LAL",H,W,1,4,4,8:55,4.3,2,2.9,5.9,2,made,"Hill, Jordan",201941,5.4,1,2,brian roberts,203148
21400882,"MAR 01, 2015 - CHA @ ORL",A,W,15,1,4,9:10,4.4,0,0.8,26.4,3,missed,"Green, Willie",2584,4.4,0,0,brian roberts,203148
21400859,"FEB 27, 2015 - CHA @ BOS",A,L,-8,1,1,0:48,6.8,0,0.5,22.8,3,missed,"Smart, Marcus",203935,5.3,0,0,brian roberts,203148
21400859,"FEB 27, 2015 - CHA @ BOS",A,L,-8,2,2,10:38,6.4,3,2.7,24.7,3,made,"Young, James",203923,5.6,1,3,brian roberts,203148
21400859,"FEB 27, 2015 - CHA @ BOS",A,L,-8,3,2,8:27,17.6,6,5.1,25,3,missed,"Jerebko, Jonas",201973,5.4,0,0,brian roberts,203148
21400859,"FEB 27, 2015 - CHA @ BOS",A,L,-8,4,4,10:55,8.7,1,0.9,25.6,3,missed,"Crowder, Jae",203109,5.1,0,0,brian roberts,203148
21400859,"FEB 27, 2015 - CHA @ BOS",A,L,-8,5,4,10:29,20.8,0,1.2,24.2,3,made,"Thomas, Isaiah",202738,11.1,1,3,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,1,1,3:35,17.5,2,2.2,25.4,3,missed,"Brooks, Aaron",201166,3.5,0,0,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,2,1,0:33,19.5,5,4.4,19.1,2,made,"Hinrich, Kirk",2550,4,1,2,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,3,2,8:50,6,6,7.4,14.8,2,made,"Gibson, Taj",201959,5.4,1,2,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,4,2,8:24,15.7,0,0.7,25.2,3,missed,"Hinrich, Kirk",2550,3.7,0,0,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,5,2,5:32,11.2,16,13.4,22.8,3,made,"Gibson, Taj",201959,5.1,1,3,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,6,2,0:04,,0,0.7,25.2,3,missed,"Butler, Jimmy",202710,3.6,0,0,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,7,4,10:13,17.1,7,7.2,24.6,3,made,"Noah, Joakim",201149,6,1,3,brian roberts,203148
21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,8,4,5:34,15.4,1,1.6,10.6,2,made,"Brooks, Aaron",201166,0.7,1,2,brian roberts,203148
21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,1,1,2:25,12.3,0,0.8,20.2,2,missed,"Harris, Devin",2734,3.5,0,0,brian roberts,203148
21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,2,2,9:08,18.2,7,5.2,24.9,3,missed,"Barea, Jose Juan",200826,4.5,0,0,brian roberts,203148
21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,3,2,8:53,11.9,1,2.1,8.3,2,missed,"Barea, Jose Juan",200826,3.5,0,0,brian roberts,203148
21400827,"FEB 22, 2015 - CHA @ DAL",A,L,-11,4,4,11:37,11.6,2,1.8,10,2,missed,"Barea, Jose Juan",200826,2.4,0,0,brian roberts,203148
21400816,"FEB 21, 2015 - CHA vs. OKC",H,L,-7,1,1,1:18,10.3,0,0.8,24.1,3,missed,"Augustin, D.J.",201571,10.2,0,0,brian roberts,203148
21400816,"FEB 21, 2015 - CHA vs. OKC",H,L,-7,2,2,9:34,6,1,0.8,24.2,3,missed,"Augustin, D.J.",201571,3.4,0,0,brian roberts,203148
21400816,"FEB 21, 2015 - CHA vs. OKC",H,L,-7,3,4,11:34,9.9,1,2.2,7.6,2,made,"Augustin, D.J.",201571,2.4,1,2,brian roberts,203148
21400816,"FEB 21, 2015 - CHA vs. OKC",H,L,-7,4,4,8:08,6.1,2,1.8,8,2,made,"Augustin, D.J.",201571,1.8,1,2,brian roberts,203148
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,1,1,8:46,16,10,7.5,6.9,2,made,"Drummond, Andre",203083,4.9,1,2,brian roberts,203148
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,2,3,7:19,11.7,0,0.9,24.1,3,missed,"Augustin, D.J.",201571,4.8,0,0,brian roberts,203148
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,3,4,10:58,6.5,1,1.8,5.1,2,missed,"Drummond, Andre",203083,3.3,0,0,brian roberts,203148
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,4,4,7:52,13.8,0,0.9,25,3,missed,"Lucas III, John",101249,3,0,0,brian roberts,203148
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,5,4,1:33,12.1,0,0.9,24,3,missed,"Dinwiddie, Spencer",203915,6.7,0,0,brian roberts,203148
21400783,"FEB 10, 2015 - CHA vs. DET",H,L,-28,6,4,0:25,8.3,6,5.8,9.3,2,missed,"Jerebko, Jonas",201973,3.6,0,0,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,1,1,5:58,19.7,0,1,24.7,3,made,"Miles, CJ",101139,11.3,1,3,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,2,1,5:21,12.8,0,0.9,22.5,3,made,"Hill, George",201588,7.2,1,3,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,3,1,4:22,16.5,7,6.2,8.8,2,missed,"Watson, CJ",201228,2.5,0,0,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,4,1,0:31,11.3,0,0.8,20,2,made,"Watson, CJ",201228,1.9,1,2,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,5,2,11:47,9.7,1,0.8,24.7,3,missed,"Watson, CJ",201228,4.3,0,0,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,6,2,9:18,0.7,3,3.7,5.6,2,made,"Whittington, Shayne",203963,2.4,1,2,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,7,3,5:19,9.4,0,0.9,23.1,3,made,"Watson, CJ",201228,9.1,1,3,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,8,3,5:05,19.4,0,1,5.2,2,made,"West, David",2561,3.2,1,2,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,9,3,2:31,15.8,9,7.3,20,2,missed,"Watson, CJ",201228,1.9,0,0,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,10,3,1:01,4.8,2,2.8,16.1,2,missed,"Hill, Solomon",203524,4.6,0,0,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,11,3,0:32,16.2,9,7.8,6.7,2,made,"Watson, CJ",201228,2.3,1,2,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,12,4,5:40,22,0,1,5,2,made,"Hill, George",201588,4.3,1,2,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,13,4,2:50,6.5,2,1.6,11.4,2,missed,"Hill, George",201588,3.2,0,0,brian roberts,203148
21400768,"FEB 08, 2015 - CHA vs. IND",H,L,-1,14,4,0:01,,5,3.7,34.4,3,missed,"Hill, George",201588,3.6,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,1,1,9:21,10.7,0,0.8,19.5,2,made,"Frazier, Tim",204025,4.7,1,2,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,2,1,7:32,5,2,4.7,22.9,2,missed,"Noel, Nerlens",203457,6.8,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,3,1,4:42,15.6,0,0.9,24,3,made,"Grant, Jerami",203924,5.5,1,3,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,4,1,3:10,10.4,0,1,19.5,2,missed,"Frazier, Tim",204025,4,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,5,1,1:13,10.9,0,0.8,23.7,3,missed,"Sampson, JaKarr",203960,5,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,6,3,6:52,7.4,1,2.4,14.8,2,missed,"Frazier, Tim",204025,3.4,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,7,3,6:26,15.7,10,8.6,25,3,missed,"Frazier, Tim",204025,5.2,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,8,3,5:38,9.7,0,0.7,22.2,3,missed,"Mbah a Moute, Luc",201601,5.8,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,9,3,2:52,0.3,0,0.4,26.7,3,missed,"Grant, Jerami",203924,11.6,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,10,4,3:36,15.8,11,8.5,19.6,2,missed,"Frazier, Tim",204025,2.7,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,11,4,1:57,11.7,2,2.2,25.3,3,missed,"Noel, Nerlens",203457,5.6,0,0,brian roberts,203148
21400761,"FEB 07, 2015 - CHA @ PHI",A,L,-8,12,4,0:56,20.2,3,3.5,28,3,missed,"Frazier, Tim",204025,5.3,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,1,1,8:43,16,0,0.8,24.9,3,missed,"Wall, John",202322,5.8,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,2,1,6:42,9.4,1,1.5,6.7,2,missed,"Wall, John",202322,2,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,3,1,3:42,14.5,0,0.7,24.4,3,missed,"Gortat, Marcin",101162,8.7,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,4,1,0:09,5.3,0,0.6,24.1,3,missed,"Temple, Garrett",202066,9.2,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,5,2,1:32,12.1,1,0.8,25,3,missed,"Pierce, Paul",1718,10.6,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,6,2,1:23,17.3,1,1.8,26.2,3,missed,"Wall, John",202322,4.8,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,7,3,4:36,14.5,10,9.2,21.8,2,made,"Wall, John",202322,4.4,1,2,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,8,3,3:03,9.9,1,3.2,20.4,2,missed,"Humphries, Kris",2743,4.6,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,9,3,0:42,4.7,1,2.1,24.7,3,made,"Temple, Garrett",202066,3.5,1,3,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,10,3,0:01,,2,3.6,13.1,2,made,"Butler, Rasual",2446,2.5,1,2,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,11,4,11:27,8.7,3,2.2,24,3,missed,"Temple, Garrett",202066,4.2,0,0,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,12,4,9:38,24,0,0,14.5,2,made,"Porter, Otto",203490,10.7,1,2,brian roberts,203148
21400742,"FEB 05, 2015 - CHA vs. WAS",H,W,7,13,4,1:38,3,5,4.7,21.7,2,made,"Wall, John",202322,4.8,1,2,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,1,1,9:18,22,4,3,21.2,2,made,"Wall, John",202322,9,1,2,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,2,1,6:09,11.8,0,1,20.8,2,missed,"Wall, John",202322,3.9,0,0,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,3,1,3:28,7.5,0,0.6,4.4,2,made,"Humphries, Kris",2743,2.8,1,2,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,4,2,2:12,20.2,0,1,24.4,3,made,"Wall, John",202322,12.8,1,3,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,5,2,0:45,20.2,4,3.2,26.5,3,missed,"Wall, John",202322,4.4,0,0,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,6,3,6:57,10.5,2,4.9,22,2,missed,Nene,2403,8,0,0,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,7,3,5:20,12.3,2,2.4,3.4,2,made,"Wall, John",202322,1.8,1,2,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,8,4,6:14,0.8,5,4.2,22.7,2,made,"Humphries, Kris",2743,4.3,1,2,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,9,4,5:37,5.2,0,0.8,25.8,3,missed,"Temple, Garrett",202066,5.7,0,0,brian roberts,203148
21400719,"FEB 02, 2015 - CHA @ WAS",A,W,4,10,4,2:18,14.7,9,8.8,8,2,made,"Gortat, Marcin",101162,3.7,1,2,brian roberts,203148
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,1,1,9:58,13.7,3,3.9,13,2,missed,"Gallinari, Danilo",201568,3.1,0,0,brian roberts,203148
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,2,1,9:25,19.9,1,1.8,24.4,3,missed,"Nurkic, Jusuf",203994,9.5,0,0,brian roberts,203148
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,3,1,5:43,7.2,0,0.8,24.8,3,missed,"Lawson, Ty",201951,5.7,0,0,brian roberts,203148
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,4,1,3:49,20.1,2,2.7,1.5,2,missed,"Hickson, JJ",201581,0.6,0,0,brian roberts,203148
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,5,3,9:26,15.8,0,1,24.8,3,missed,"Lawson, Ty",201951,7.8,0,0,brian roberts,203148
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,6,3,8:19,9.7,0,0.8,20.3,2,missed,"Hickson, JJ",201581,5.4,0,0,brian roberts,203148
21400713,"JAN 31, 2015 - CHA @ DEN",A,W,18,7,3,6:50,16.7,7,5,19.6,2,missed,"Lawson, Ty",201951,4.6,0,0,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,1,1,6:08,14.6,10,9.7,21,2,missed,"Parker, Tony",2225,6.3,0,0,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,2,1,5:00,17.6,0,0.8,24.5,3,missed,"Parker, Tony",2225,3.8,0,0,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,3,1,2:41,10.3,1,1.2,18,2,missed,"Mills, Patty",201988,5.9,0,0,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,4,3,11:49,24,0,2.2,4.4,2,missed,"Duncan, Tim",1495,7,0,0,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,5,3,7:44,9.1,0,0.8,25.7,3,made,"Parker, Tony",2225,3.5,1,3,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,6,3,6:02,15.1,8,8.4,7.9,2,made,"Parker, Tony",2225,2,1,2,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,7,3,4:54,12.4,0,0.7,25.8,3,missed,"Ginobili, Manu",1938,5.1,0,0,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,8,3,1:59,17,8,6.8,24.6,3,missed,"Mills, Patty",201988,3.2,0,0,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,9,4,5:58,21.7,0,1,25,3,missed,"Parker, Tony",2225,4.4,0,0,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,10,4,3:45,7.1,0,0.8,22.7,3,made,"Parker, Tony",2225,3.2,1,3,brian roberts,203148
21400689,"JAN 28, 2015 - CHA @ SAS",A,L,-9,11,4,1:40,12,0,1.7,23.9,3,missed,"Mills, Patty",201988,11,0,0,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,1,1,11:02,16,0,0.7,19.2,2,missed,"Galloway, Langston",204038,6.3,0,0,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,2,1,6:05,16.7,5,5.5,21,2,made,"Amundson, Lou",200811,4.1,1,2,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,3,2,3:21,6.2,1,2.4,24.5,3,made,"Galloway, Langston",204038,5.9,1,3,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,4,2,0:29,13.3,4,3.9,20.8,2,missed,"Smith, Jason",201160,7,0,0,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,5,3,7:43,11.7,0,0.9,19,2,made,"Galloway, Langston",204038,5.3,1,2,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,6,3,5:09,6.6,2,3.2,19.3,2,made,"Galloway, Langston",204038,3.7,1,2,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,7,4,6:21,14.5,12,8.7,11,2,missed,"Galloway, Langston",204038,0.8,0,0,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,8,4,6:13,20.2,0,0.9,24.6,3,missed,"Smith, Jason",201160,13,0,0,brian roberts,203148
21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,9,4,2:17,4.7,5,5.5,17.8,2,made,"Galloway, Langston",204038,5,1,2,brian roberts,203148
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,1,2,7:05,9.8,0,0.9,24.7,3,missed,"Irving, Kyrie",202681,7.9,0,0,brian roberts,203148
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,2,3,3:15,15.1,0,0.8,22.7,3,made,"Irving, Kyrie",202681,8.7,1,3,brian roberts,203148
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,3,3,2:43,10,2,5.2,18.1,2,missed,"Thompson, Tristan",202684,3.3,0,0,brian roberts,203148
21400643,"JAN 23, 2015 - CHA @ CLE",A,L,-39,4,4,7:12,15.8,0,1.3,24.8,3,missed,"Miller, Mike",2034,8.1,0,0,brian roberts,203148
21400625,"JAN 21, 2015 - CHA vs. MIA",H,W,2,1,2,11:42,5.5,0,0.7,25.1,3,made,"Ennis, James",203516,7.8,1,3,brian roberts,203148
21400625,"JAN 21, 2015 - CHA vs. MIA",H,W,2,2,4,7:52,24,0,6.3,2.7,2,missed,"Haslem, Udonis",2617,3.3,0,0,brian roberts,203148
